Filename,Component,Height,Width
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,42,78
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,34,80
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,40,82
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,40,81
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,40,83
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,84,39
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,37,82
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,43,81
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,43,80
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,59,116
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,91,188
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,72,135
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,77,134
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,83,37
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,81,41
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,147,68
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,72,138
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,81,30
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,74,37
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,83,37
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,80,39
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,84,37
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,84,35
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,84,36
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,86,39
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,43,88
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,42,87
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,83,36
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,78,36
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,78,39
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,84,41
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,40,82
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,40,81
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,43,81
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,42,86
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,36,78
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,37,81
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,37,86
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,40,81
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,37,83
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,72,140
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,138,71
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,93,88
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,83,93
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,91,94
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,0,91,89
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,122,126
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,125,126
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,134,123
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,108,266
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,208,142
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,127,198
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,3,128,117
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,109,736
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,617,342
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,1789,318
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,868,853
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,751,96
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,125,359
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,163,307
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,209,208
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,208,206
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,229,149
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,299,166
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,472,510
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,482,606
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,1382,478
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,1277,465
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,119,92
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,115,90
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,135,67
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,62,114
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,118,67
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,163,89
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,319,307
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,315,301
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,317,306
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,306,307
../../DATASET/NTU_PCB/yolo_training/train/EVALAD71244SDZ_T.txt,4,336,252
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,205,137
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,199,136
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,43,103
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,47,99
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,48,102
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,44,97
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,115,48
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,142,77
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,101,46
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,149,84
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,119,50
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,118,53
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,54,118
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,84,148
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,1,165,252
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,57,118
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,53,119
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,53,119
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,59,120
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,54,101
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,50,103
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,48,105
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,50,103
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,48,103
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,110,49
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,84,153
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,107,50
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,57,130
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,57,123
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,58,120
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,54,108
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,54,108
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,108,51
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,55,114
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,55,118
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,54,120
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,263,116
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,246,122
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,244,115
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,140,71
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,0,38,95
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,250,396
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,240,412
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,249,402
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,228,396
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,261,119
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,182,86
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,88,108
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,109,120
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,133,116
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,236,191
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,117,103
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,218,271
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,3,194,267
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,3,99,354
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,3,201,390
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,3,200,387
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,3,147,119
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,46,92
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,54,93
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,377,373
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,387,382
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,369,403
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,392,403
../../DATASET/NTU_PCB/yolo_training/train/TPS2378EVM602_B.txt,4,110,176
../../DATASET/NTU_PCB/yolo_training/train/EVALCN0399SDPZ_B.txt,1,24,13
../../DATASET/NTU_PCB/yolo_training/train/EVALCN0399SDPZ_B.txt,1,13,24
../../DATASET/NTU_PCB/yolo_training/train/EVALCN0399SDPZ_B.txt,1,13,24
../../DATASET/NTU_PCB/yolo_training/train/EVALCN0399SDPZ_B.txt,1,36,18
../../DATASET/NTU_PCB/yolo_training/train/EVALCN0399SDPZ_B.txt,1,33,16
../../DATASET/NTU_PCB/yolo_training/train/EVALCN0399SDPZ_B.txt,4,834,103
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,186,56
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,62,185
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,56,180
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,186,60
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,149,329
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,160,340
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,398,220
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,393,203
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,233,109
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,1,186,64
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,166,79
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,160,79
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,190,67
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,193,72
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,51,175
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,56,182
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,58,179
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,49,182
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,180,72
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,189,79
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,178,76
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,174,76
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,179,51
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,182,68
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,180,58
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,0,58,187
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,647,296
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,670,357
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,498,359
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,389,408
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,495,333
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,497,182
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,321,184
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,331,170
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,327,175
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,330,166
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,326,163
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,486,184
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,2,422,438
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,3,540,542
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,435,423
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,346,384
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,347,379
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,352,352
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,351,347
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,352,355
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,345,393
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,349,383
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,353,345
../../DATASET/NTU_PCB/yolo_training/train/DC1574A_T.txt,4,357,354
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,53,90
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,47,102
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,51,106
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,70,124
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,50,127
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,62,153
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,1,105,48
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,114,44
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,114,46
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,120,48
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,112,36
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,105,41
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,111,41
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,107,46
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,114,32
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,116,52
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,103,48
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,46,118
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,53,105
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,42,103
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,42,108
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,100,37
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,113,41
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,109,39
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,0,109,41
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,4,29,81
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,3,163,66
../../DATASET/NTU_PCB/yolo_training/train/BQ25895EVM664_B.txt,3,101,126
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,1,69,26
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,1,23,67
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,1,27,73
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,151,68
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,141,53
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,156,67
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,153,62
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,166,61
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,154,69
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,159,73
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,157,69
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,29,80
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,32,83
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,32,87
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,33,89
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,38,88
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,34,84
../../DATASET/NTU_PCB/yolo_training/train/TPS65982EVM_T.txt,0,29,81
