Filename,Component,Height,Width
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,10,26
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,28,57
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,21,48
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,20,50
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,117,181
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,13,28
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,11,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,26,59
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,28,58
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,11,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,29
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,28
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,28
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,13,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,29,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,52,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,50,17
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,50,18
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,60,27
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,50,17
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,59,29
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,50,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,60,28
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,123,182
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,120,182
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,120,181
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,135,49
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,321,109
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,148,56
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,58,56
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,98,53
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,50,48
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,93,371
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,179,133
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,94,422
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,63,51
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,61,52
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,61,54
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,52,48
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,50,47
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,47,47
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,54,417
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,144,49
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,91,44
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,90,42
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,46,45
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,32,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,11,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,33,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,16,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,14,34
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,11,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,15,33
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,14,33
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,53,46
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,29,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,32,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,30,10
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,33,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,13,28
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,29,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,28,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,32,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,29,10
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,30,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,13,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,28,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,0,30,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,29,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,50,17
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,50,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,47,17
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,52,17
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,33
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,29,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,18,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,17,28
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,29
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,16,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,22
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,14,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,16,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,29
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,28,11
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,11,29
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,31
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,35,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,13,32
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,33,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,34,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,32,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,15,30
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,16,29
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,18,50
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,1,30,57
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,36,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,33,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,34,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,36,13
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,35,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,35,12
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,35,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,38,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,39,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,33,16
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,36,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,38,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,34,15
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,35,14
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,15,36
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,869,938
../../DATASET/WACV_PCB/yolo_training/train/ML450_Bottom1.txt,4,265,100
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,43,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,18
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,18
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,42,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,18
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,43,18
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,21
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,366,53
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,66,56
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,3,111,97
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,40,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,111,362
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,41,20
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,19,41
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,21,39
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,39,19
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,20,42
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,20,42
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,22,59
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,15,28
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,20,42
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,19,43
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,3,77,92
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,77,82
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,21,41
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,0,21,41
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,111,362
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,45,106
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,109,360
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,117,487
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,113,615
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,111,360
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,4,50,111
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,61,23
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,61,23
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,21,40
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,21,40
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,21,39
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,22,38
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,15,26
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,19,27
../../DATASET/WACV_PCB/yolo_training/train/Arty_Bottom.txt,1,27,15
